vertex_idx;y1;y2
0;0.4999992511743918;-0.9897672052247591
1;0.5000007703573492;-0.9218916888020403
2;0.8402120424303948;-0.9219047612094619
3;0.8520980640964879;-0.9219109773859145
4;0.8572120052222243;-0.922199817163581
5;0.8638085567161884;-0.9231537136714615
6;0.8703908437303736;-0.9247665448989759
7;0.8774460167490004;-0.9272242392418915
8;0.8844897209395858;-0.930424967399271
9;0.8915268007143367;-0.9343709016441105
10;0.898600640583435;-0.9390984782954178
11;0.9058961977924891;-0.9447644596319518
12;0.9132259521990673;-0.9512719416011219
13;0.9207842744984415;-0.9588307152205292
14;0.9274048631026803;-0.9662718732082816
15;0.9300638663815314;-0.9706125221086729
16;0.9327248307681715;-0.9764520762439114
17;0.9353975713185192;-0.9838019096959244
18;0.9380151672852737;-0.9925009507064978
19;0.9399997579567884;-1.0000018728240403
20;0.9399999997584714;-1.27945904133398
21;0.9399949744130994;-1.8000011897815331
22;0.49999663469814326;-1.7999982781636565
