vertex_idx;y1;y2
0;0.4999989695374984;-0.9219130376094522
1;0.8284637264353951;-0.9219047610056916
2;0.8532393946483083;-0.9219467123434247
3;0.8584230899579562;-0.9223329445771398
4;0.8636364801290142;-0.9231233746504114
5;0.8703586495754481;-0.9247703371242527
6;0.8771570562216066;-0.9270977479142958
7;0.883961605564441;-0.9301669612435066
8;0.890680099280325;-0.9338595286382648
9;0.8968427902082033;-0.9378504807028176
10;0.902971556407339;-0.942404610286598
11;0.905617253108502;-0.9445382811559764
12;0.9079467945518074;-0.9465246441033562
13;0.9102856837883915;-0.9493092179240493
14;0.9130311458834786;-0.9540400555680344
15;0.9157797996390682;-0.960360465899889
16;0.9185276813018921;-0.9682671415783342
17;0.9212764300651617;-0.9777617477799119
18;0.9224985945386336;-0.9825046900219472
19;0.9224999998463266;-1.2738780097431346
20;0.9225000041526861;-1.7999999995424019
21;0.5000009533277853;-1.7999985984863798
22;0.49999999974472337;-1.602341736433813
