vertex_idx;y1;y2
0;0.5000015497576931;-1.044871968714416
1;0.9100015308102117;-1.0448761617021987
2;0.9148171694006046;-1.0516817541583794
3;0.9196328022609062;-1.0588421092887528
4;0.9244702243024316;-1.066426331853849
5;0.9292211268224846;-1.0742570122276722
6;0.9386649351802082;-1.0909002457553796
7;0.9481297360614639;-1.1090378871132196
8;0.9576110470826719;-1.1286822454681102
9;0.9670006600419807;-1.1495866846433194
10;0.9755328129535559;-1.1698122485092155
11;0.9841054721199713;-1.1913458651834092
12;0.9926594016804385;-1.2140136592058919
13;1.0012536731028259;-1.2380058631766888
14;1.009712596540908;-1.262763154157821
15;1.018388255326816;-1.2893983938778144
16;1.0270472698357733;-1.3172386028692036
17;1.0355373802843812;-1.3456887076839958
18;1.0427598688925335;-1.3708550810667637
19;1.049998599679603;-1.3968661841232413
20;1.0499999983211121;-1.541373134701913
21;1.0499860428313061;-1.8000015158091627
22;0.6462421996971174;-1.8000000002719851
23;0.49999134853729704;-1.7999967846468232
