vertex_idx;y1;y2
0;0.4999999493186598;-1.007999927211755
1;0.8999999996654027;-1.0079995232166656
2;0.9001101894077606;-1.0081260313367435
3;0.904475296004107;-1.0132785921768463
4;0.9088236709037061;-1.018720964373293
5;0.9175329724165885;-1.0305477395853402
6;0.9262428918429818;-1.043613985688588
7;0.9349545696914119;-1.0579225146444875
8;0.9436656596742121;-1.0734685765309102
9;0.952373507347687;-1.0902479903750097
10;0.9610755987547043;-1.108251594136043
11;0.9698042037236845;-1.127549847146994
12;0.9785212194628646;-1.1480706536413199
13;0.987230912923879;-1.169806792591907
14;0.9959421592501089;-1.192789916082192
15;1.004653672944397;-1.2170095764890623
16;1.0133722472998634;-1.2424942533345866
17;1.0220790323740356;-1.269178208840877
18;1.0307890705004359;-1.2971118153306684
19;1.0394976756517045;-1.3262797931206898
20;1.0400000318250182;-1.3280018272949423
21;1.0399999923804895;-1.8000000005329464
22;0.5867111602880252;-1.7999999999984322
23;0.5000000289370319;-1.799999987388719
