vertex_idx;y1;y2
0;0.5000006741962504;-0.9219942082652468
1;0.8505956078595583;-0.9220036014655429
2;0.8556880520189263;-0.9222658258072384
3;0.8607978837688346;-0.922951233492356
4;0.8659073966454026;-0.9240752866578676
5;0.8710056721558067;-0.9256019447919863
6;0.8746758189347321;-0.9269751852528963
7;0.8783693460364219;-0.928568340242164
8;0.8858748064025961;-0.9324889351211488
9;0.8933838162145867;-0.9373642573403395
10;0.9007483683647403;-0.9430236405935835
11;0.9081317559198764;-0.9495834088035198
12;0.9156168439689713;-0.9571351351080436
13;0.9230886924632624;-0.9656065023712873
14;0.9305001144057384;-0.9748949176136409
15;0.9379700971949265;-0.9851728803291607
16;0.9453936899599708;-0.9962857132627085
17;0.9528306294593752;-1.0083345179913152
18;0.9602592735628478;-1.0212429094764872
19;0.9676933176152533;-1.0350574548115175
20;0.9751335275402774;-1.0498241333865328
21;0.982584835411701;-1.06552700232468
22;0.9900004173774867;-1.082003764308586
23;0.9899999999370973;-1.3228281553903676
24;0.9899930650774007;-1.800001546416778
25;0.4999996034220482;-1.8000002955034726
26;0.4999998772541649;-1.3574575023290847
