vertex_idx;y1;y2
0;0.49999938252717174;-1.2100678509177047
1;0.9424999541858641;-1.2100426841183762
2;0.9492233739854349;-1.2246287240564726
3;0.9590899581158152;-1.2473512255266435
4;0.9689955113059806;-1.2717898915314283
5;0.9789670903628559;-1.2979948166026252
6;0.9886213728738539;-1.324969597926443
7;0.9982899139645354;-1.353408218239432
8;1.0082493140249793;-1.3843467702012247
9;1.0181328029724197;-1.4166508787781442
10;1.0280292697324969;-1.4505917890894866
11;1.0349145661731973;-1.4751489537236475
12;1.0417329933353985;-1.5002413571672386
13;1.0552635507404589;-1.5522955229765154
14;1.0688001265110791;-1.607302756269554
15;1.0825002905642693;-1.6660454773131073
16;1.082499984239615;-1.8000000017124862
17;0.4999990950029481;-1.8000001880274286
