vertex_idx;y1;y2
0;0.5000000802249603;-0.9219036723461983
1;0.8382769142461237;-0.921904760746249
2;0.8527283154496066;-0.9219055365685543
3;0.8596608477064185;-0.9224800596390109
4;0.8639808337064763;-0.9231975015298426
5;0.8682705085442322;-0.924179274198976
6;0.8724640504132379;-0.9254221716480476
7;0.8766586407356755;-0.9269681786809656
8;0.8811104228536121;-0.9289031988185813
9;0.8855349887029816;-0.9311725769324212
10;0.8899418355393671;-0.9337351162581908
11;0.8944409795875918;-0.9366748588066373
12;0.8989141726868264;-0.9399230501932521
13;0.9033477418333589;-0.9434827309316496
14;0.9077939955150157;-0.9473643423098925
15;0.9122244838357897;-0.9515542447939884
16;0.9167671068105913;-0.9561842016432994
17;0.9212852012489949;-0.961120140399638
18;0.9257922349680211;-0.9663587568413641
19;0.9303594051458309;-0.9720382293518562
20;0.9348887368893859;-0.9779777579618099
21;0.939445688660136;-0.9843202863990619
22;0.9484728809598371;-0.9978690757652802
23;0.9575025490703669;-1.0127329700941932
24;0.9665975302360986;-1.0290590225506473
25;0.9756763552085927;-1.0467062890172278
26;0.9847503679541321;-1.0656837181882512
27;0.9847499998735912;-1.3149761861543257
28;0.9847352361666774;-1.8000024541199888
29;0.4999968143794164;-1.7999997195104405
