vertex_idx;y1;y2
0;0.499999632201617;-1.0468910621935295
1;0.9033941826843471;-1.0468962001402993
2;0.9104999576189697;-1.0468979138868806
3;0.915446839357562;-1.0539306814319058
4;0.9201817407242285;-1.0610684728250463
5;0.9248941380605904;-1.0684999631606515
6;0.9299047770187688;-1.0767991588267758
7;0.9353091133567704;-1.0862268777797583
8;0.9406768880997672;-1.0960586374338033
9;0.9460413058260647;-1.1063461016785288
10;0.9514549510769946;-1.1172173211700867
11;0.9622451165961917;-1.140305976020681
12;0.972980786177923;-1.165170264639826
13;0.9826419931040824;-1.1891415137683512
14;0.9923115232724544;-1.2146692873801164
15;1.0019774803565782;-1.2417143112441777
16;1.0116601233314906;-1.2703234513478838
17;1.0213697315938026;-1.3005300544422387
18;1.0309297746269304;-1.3318495433478674
19;1.040351971995389;-1.3641297783853241
20;1.0504933412726398;-1.400378901413806
21;1.0504999982805354;-1.5450506200956615
22;1.0505099280139776;-1.79999970228105
23;0.6484448025093569;-1.8000000002706342
24;0.4999997205898826;-1.7999999924492858
