iteration;iteration_label;normal_idx;w_0;w_1;n_normals;x_0;x_1
2;update_002;0;0.9999999999709431;7.623248299714708e-06;5;0.5940444617652251;0.4059555057036564
2;update_002;1;0.007337478474394303;0.999973080342485;5;0.5940444617652251;0.4059555057036564
2;update_002;2;0.8060116902133628;0.5918996158466385;5;0.5940444617652251;0.4059555057036564
2;update_002;3;0.0;1.0;5;0.5940444617652251;0.4059555057036564
2;update_002;4;1.0;0.0;5;0.5940444617652251;0.4059555057036564
