iteration;iteration_label;normal_idx;w_0;w_1;n_normals;x_0;x_1
4;update_004;0;0.9999999999709431;7.623248299714708e-06;7;0.6021884827561648;0.3978198410906197
4;update_004;1;0.007337478474394303;0.999973080342485;7;0.6021884827561648;0.3978198410906197
4;update_004;2;0.8834728995877148;0.4684822682813894;7;0.6021884827561648;0.3978198410906197
4;update_004;3;0.5329146576616295;0.846168994734142;7;0.6021884827561648;0.3978198410906197
4;update_004;4;0.7448322687684874;0.6672517451466033;7;0.6021884827561648;0.3978198410906197
4;update_004;5;0.0;1.0;7;0.6021884827561648;0.3978198410906197
4;update_004;6;1.0;0.0;7;0.6021884827561648;0.3978198410906197
