iteration;iteration_label;vertex_idx;vertex y[0];vertex y[1];n_vertices;x_0;x_1
0;initial;0;0.3729563500040795;-0.9219032519989703;3;0.6926163144224738;0.30737463078863414
0;initial;1;0.87295635;-0.92557209;3;0.6926163144224738;0.30737463078863414
0;initial;2;0.966844665456182;-1.425572089999994;3;0.6926163144224738;0.30737463078863414
