iteration;iteration_label;vertex_idx;vertex y[0];vertex y[1];n_vertices;x_0;x_1
0;initial;0;0.37295635000000005;-0.9219047595538992;3;0.7640708734632091;0.23592996666726382
0;initial;1;0.87295635;-0.92557209;3;0.7640708734632091;0.23592996666726382
0;initial;2;0.9489821972761211;-1.42557209;3;0.7640708734632091;0.23592996666726382
