iteration;iteration_label;vertex_idx;vertex y[0];vertex y[1];n_vertices;x_0;x_1
1;update_001;0;0.37295635000000005;-0.9219047595538992;4;0.5877098620709459;0.4122898503589413
1;update_001;1;0.87295635;-0.92557209;4;0.5877098620709459;0.4122898503589413
1;update_001;2;0.9489821972761211;-1.42557209;4;0.5877098620709459;0.4122898503589413
1;update_001;3;0.9916457146492434;-11.004960677687789;4;0.5877098620709459;0.4122898503589413
